ORI9,TYPE,BJS_AGENCYNAME,CITY,STATENAME,STATECODE,POP2012,FTSWORN,FTCIV,PERS_PDSW_MFT,PERS_FTS_WHT,PAY_SAL_EXC_MIN,PAY_SAL_EXC_MAX,PAY_SAL_SGT_MIN,PAY_SAL_SGT_MAX,PAY_SAL_OFCR_MIN,PAY_SAL_OFCR_MAX,PAY_BARG,BDGT_TTL
OK0480100,1,MADILL POLICE DEPT                                                                                  ,Madill                                  ,Oklahoma            ,OK,3801,11,1,11,9,48401,48401,31720,37024,26000,33384,(1) Yes,667876
OK0690300,1,MARLOW POLICE DEPT                                                                                  ,Marlow                                  ,Oklahoma            ,OK,4630,10,5,9,8,45000,55000,32240,37400,27290,32450,(1) Yes,892000
OK0440000,2,MCCLAIN COUNTY SHERIFFS DEPT                                                                        ,Purcell                                 ,Oklahoma            ,OK,35613,19,10,19,14,52000,56000,37464,40740,34800,36000,(2) No,1200000
OK0550400,1,MIDWEST CITY POLICE DEPT                                                                            ,Midwest City                            ,Oklahoma            ,OK,56080,96,33,94,85,85634,124179,68545,74357,42005,65281,(1) Yes,12606786
OK0140200,1,NORMAN POLICE DEPT                                                                                  ,Norman                                  ,Oklahoma            ,OK,115562,164,58,150,146,92790,313377,56919,81041,43250,66606,(1) Yes,25900376
OK0540100,1,OKEMAH POLICE DEPT                                                                                  ,Okemah                                  ,Oklahoma            ,OK,3308,8,4,8,8,37000,37000,27000,27000,21000,21000,(1) Yes,596616
OK0550600,1,OKLAHOMA CITY POLICE DEPT                                                                           ,Oklahoma City                           ,Oklahoma            ,OK,599199,926,279,830,790,163280,163280,75502,80742,42073,47710,(1) Yes,185269375
OK0550000,2,OKLAHOMA COUNTY SHERIFFS OFFICE                                                                     ,Oklahoma City                           ,Oklahoma            ,OK,741781,242,479,210,150,105252,105252,39372,51372,34188,46188,(2) No,46300000
OKOHP0000,3,Oklahoma Highway Patrol                                                                             ,Oklahoma City                           ,Oklahoma            ,OK,3818630,770,593,756,627,83000,111000,63000,76000,33000,57000,(2) No,190616964
OK0590200,1,PAWNEE POLICE DEPT                                                                                  ,Pawnee                                  ,Oklahoma            ,OK,2171,5,0,5,4,35000,35000,30000,30000,28000,28000,(2) No,375000
OK0090600,1,PIEDMONT POLICE DEPT                                                                                ,Piedmont                                ,Oklahoma            ,OK,6227,9,2,9,9,57394,72705,35759,45299,31289,38481,(1) Yes,834876
OK0402300,1,POCOLA POLICE DEPT                                                                                  ,Pocola                                  ,Oklahoma            ,OK,4022,5,5,5,4,35000,35000,34000,34000,26000,26000,(2) No,750000
OK0360300,1,PONCA CITY POLICE DEPT                                                                              ,Ponca City                              ,Oklahoma            ,OK,24974,54,21,51,48,85000,95000,45000,47000,35000,37000,(1) Yes,4949768
OK0720300,1,SAND SPRINGS POLICE DEPT                                                                            ,Sand Springs                            ,Oklahoma            ,OK,19101,32,12,28,30,70000,86000,50000,60000,42000,48000,(1) Yes,3.00E+06
OK0600200,1,STILLWATER POLICE DEPT                                                                              ,Stillwater                              ,Oklahoma            ,OK,46560,77,41,71,75,102000,102000,60294,70379,41846,67819,(1) Yes,8497693
OK0010100,1,STILWELL POLICE DEPT                                                                                ,Stilwell                                ,Oklahoma            ,OK,3980,13,6,13,8,46051,46051,38272,36000,21840,35500,(1) Yes,NA
OK0710700,1,TIPTON POLICE DEPT                                                                                  ,Tipton                                  ,Oklahoma            ,OK,830,3,0,3,3,25000,30000,18000,20000,17000,19000,(1) Yes,150000
OK0720000,2,TULSA COUNTY SHERIFFS OFFICE                                                                        ,Tulsa                                   ,Oklahoma            ,OK,613816,270,283,236,192,97000,97000,45492,74112,34104,67368,(1) Yes,4.60E+07
OK0720500,1,TULSA POLICE DEPT                                                                                   ,Tulsa                                   ,Oklahoma            ,OK,393987,780,99,671,594,86054,151998,63758,63758,45507,45507,(1) Yes,82747000
OK0670300,1,WEWOKA POLICE DEPT                                                                                  ,Wewoka                                  ,Oklahoma            ,OK,3447,9,1,8,8,37000,44000,25000,28000,19000,24000,(1) Yes,487180
OR0340100,1,BEAVERTON POLICE DEPT                                                                               ,Beaverton                               ,Oregon              ,OR,92680,134,35,119,129,105360,141192,60840,81540,50916,68244,(1) Yes,27407366
OR0090000,2,DESCHUTES COUNTY SHERIFFS OFFICE                                                                    ,Bend                                    ,Oregon              ,OR,162277,141,52,128,130,128262,128262,71604,96186,54980,70155,(1) Yes,36533516
OR0340200,1,FOREST GROVE POLICE DEPT                                                                            ,Forest Grove                            ,Oregon              ,OR,21961,28,5,24,27,95000,107000,83000,92000,42000,54000,(1) Yes,4200000
OR0030300,1,GLADSTONE POLICE DEPT                                                                               ,Gladstone                               ,Oregon              ,OR,11654,15,3,15,15,99000,104000,84000,90000,50000,75000,(1) Yes,3.00E+06
OR0340300,1,HILLSBORO POLICE DEPT                                                                               ,Hillsboro                               ,Oregon              ,OR,95327,127,42,104,114,125000,150000,93000,122000,73000,92000,(1) Yes,28567121
OR0150000,2,JACKSON COUNTY SHERIFFS OFFICE                                                                      ,Central Point                           ,Oregon              ,OR,206412,115,43,100,111,132683,132683,64480,84136,47216,67662,(1) Yes,29071000
OR0310100,1,LA GRANDE POLICE DEPT                                                                               ,LaGrande                                ,Oregon              ,OR,13048,17,14,16,15,71520,89196,46872,61932,42288,54060,(1) Yes,3213345
OR0030400,1,LAKE OSWEGO POLICE DEPT                                                                             ,Lake Oswego                             ,Oregon              ,OR,37243,40,27,36,0,107000,130000,75500,91700,52000,66500,(1) Yes,9200000
OR0200000,2,LANE COUNTY SHERIFFS OFFICE                                                                         ,Eugene                                  ,Oregon              ,OR,7771,150,76,129,0,123489,123489,51210,76794,41746,48402,(1) Yes,58467729
OR0210100,1,LINCOLN CITY POLICE DEPT                                                                            ,Lincoln City                            ,Oregon              ,OR,7965,28,12,26,24,76310,97438,55286,74068,45635,61131,(1) Yes,4635797
OR0220000,2,LINN COUNTY SHERIFFS OFFICE                                                                         ,Albany                                  ,Oregon              ,OR,118360,122,71,104,122,99480,104480,55212,69696,45420,57204,(1) Yes,22366968
OR0240000,2,MARION COUNTY SHERIFFS OFFICE                                                                       ,Salem                                   ,Oregon              ,OR,319985,243,93,201,224,114124,114124,55536,80450,45489,64229,(1) Yes,54862530
OR0150400,1,MEDFORD POLICE DEPT                                                                                 ,Medford                                 ,Oregon              ,OR,76462,100,31,85,97,123000,123000,74800,80600,55665,55665,(1) Yes,1.90E+07
OR0030500,1,MILWAUKIE POLICE DEPT                                                                               ,Milwaukie                               ,Oregon              ,OR,20439,37,3,33,36,1.00E+05,110000,75000,90000,45000,50000,(1) Yes,6.00E+06
OR0270300,1,MONMOUTH POLICE DEPT                                                                                ,Monmouth                                ,Oregon              ,OR,9732,13,2,11,13,60320,93496,45454,70515,41532,59580,(1) Yes,1974155
OROSP1000,3,Oregon State Police                                                                                 ,Salem                                   ,Oregon              ,OR,3900577,612,504,562,567,104952,12893,63036,92820,48576,66072,(1) Yes,NA
OR0260200,1,PORTLAND POLICE BUREAU                                                                              ,Portland                                ,Oregon              ,OR,603106,952,220,799,813,129834,186056,77730,87859,60445,76398,(1) Yes,165251729
OR0070100,1,PRINEVILLE POLICE DEPT                                                                              ,Prineville                              ,Oregon              ,OR,9173,16,10,14,14,102000,102000,60000,67500,36000,55000,(1) Yes,2600000
OR0240200,1,SALEM POLICE DEPT                                                                                   ,Salem                                   ,Oregon              ,OR,157429,186,115,171,175,104765,132790,82600,82600,52540,66996,(1) Yes,34893930
OR0040300,1,SEASIDE POLICE DEPT                                                                                 ,Seaside                                 ,Oregon              ,OR,6471,19,8,19,19,76464,92952,58752,71436,40104,51180,(1) Yes,3103724
OR0200600,1,SPRINGFIELD POLICE DEPT                                                                             ,Springfield                             ,Oregon              ,OR,59869,63,55,61,59,87755,131643,82576,97573,53518,70782,(1) Yes,19329501
OR0340400,1,TIGARD POLICE DEPT                                                                                  ,Tigard                                  ,Oregon              ,OR,49774,68,16,60,60,98781,132390,66540,89234,53221,66314,(1) Yes,1.20E+07
OR0341200,1,TUALATIN POLICE DEPT                                                                                ,Tualatin                                ,Oregon              ,OR,26716,38,8,35,38,110073,139401,65873,90188,52686,69347,(1) Yes,6818305
OR0050500,1,VERNONIA POLICE DEPT                                                                                ,Vernonia                                ,Oregon              ,OR,2142,4,0,4,4,72000,72000,NA,NA,50000,60000,(1) Yes,475000
OR0040400,1,WARRENTON POLICE DEPT                                                                               ,Warrenton                               ,Oregon              ,OR,5109,9,1,9,9,72352,72352,44658,54342,42531,42531,(1) Yes,1266543
OR0340000,2,WASHINGTON COUNTY SHERIFFS OFFICE                                                                   ,Hillsboro                               ,Oregon              ,OR,547672,366,163,320,327,141263,141263,74541,90605,56396,68574,(1) Yes,80543846
OR0030900,1,WEST LINN POLICE DEPT                                                                               ,West Linn                               ,Oregon              ,OR,25600,26,4,26,25,86000,110000,62000,78000,40000,60000,(1) Yes,4500000
PA0020000,2,ALLEGHENY COUNTY SHERIFFS DEPT                                                                      ,Pittsburgh                              ,Pennsylvania        ,PA,1229338,155,32,135,135,92000,92000,80000,80000,31000,31000,(1) Yes,14462312
PA0390100,1,ALLENTOWN POLICE DEPT                                                                               ,Allentown                               ,Pennsylvania        ,PA,118764,213,22,204,191,103000,103000,76000,76000,48000,48000,(1) Yes,31867264
PA0080800,1,ATHENS TWP POLICE DEPT                                                                              ,Sayre                                   ,Pennsylvania        ,PA,5557,10,1,10,10,62000,62000,58000,58000,35000,35000,(1) Yes,985000
PA0450400,1,BARRETT TWP POLICE DEPT                                                                             ,Cresco                                  ,Pennsylvania        ,PA,4168,5,0,5,5,80662,80622,NA,NA,35089,60008,(1) Yes,640000
PA0040500,1,BEAVER FALLS (CITY) POLICE DEPT                                                                     ,Beaver Falls                            ,Pennsylvania        ,PA,8851,18,1,18,16,65615,65615,55748,55748,33613,33613,(1) Yes,1260567
PA0131200,1,BEAVER MEADOWS POLICE DEPT                                                                          ,Beaver Meadows                          ,Pennsylvania        ,PA,857,1,0,1,1,34000,35000,NA,NA,NA,NA,(1) Yes,52000
PA0140100,1,BELLEFONTE POLICE DEPT                                                                              ,Bellefonte                              ,Pennsylvania        ,PA,6311,10,2,10,10,67000,67000,55000,55000,39000,39000,(1) Yes,NA
PA0090100,1,BENSALEM TWP POLICE DEPT                                                                            ,Bensalem                                ,Pennsylvania        ,PA,60497,94,33,89,92,139000,139000,93480,93480,48504,85774,(1) Yes,21762700
PA0480300,1,BETHLEHEM POLICE DEPT                                                                               ,Bethlehem                               ,Pennsylvania        ,PA,75090,149,27,144,134,94951,94951,67978,67978,46667,46667,(1) Yes,12688172
PA0420400,1,BRADFORD TWP POLICE DEPT                                                                            ,Bradford                                ,Pennsylvania        ,PA,4805,5,0,5,4,52000,55000,NA,NA,38500,49233,(1) Yes,400616
PA0090300,1,BRISTOL TWP POLICE DEPT                                                                             ,Bristol                                 ,Pennsylvania        ,PA,54582,63,9,60,61,103421,103421,85202,86492,41715,79082,(1) Yes,12610261
PA0460400,1,BRYN ATHYN POLICE DEPT                                                                              ,Bryn Athyn                              ,Pennsylvania        ,PA,1396,5,0,5,4,NA,NA,NA,NA,NA,NA,(1) Yes,NA
PA0100100,1,BUTLER (CITY) POLICE DEPT                                                                           ,Butler                                  ,Pennsylvania        ,PA,13642,23,1,22,23,79000,79000,61000,61000,35000,35000,(1) Yes,2100000
PA0405600,1,BUTLER TWP (LUZERNE CO.) POLICE                                                                     ,Drums                                   ,Pennsylvania        ,PA,9381,8,1,8,8,62192,62192,57512,57512,54288,54288,(1) Yes,940911
PA0630100,1,CANONSBURG BORO POLICE DEPT                                                                         ,Canonsburg                              ,Pennsylvania        ,PA,8991,15,2,15,15,79945,79945,56683,64436,46411,59929,(1) Yes,1527416
PA0112100,1,CARROLLTOWN POLICE DEPT                                                                             ,Carrolltown                             ,Pennsylvania        ,PA,840,2,0,2,2,37000,37000,NA,NA,24000,24000,(1) Yes,1.00E+05
PA0390200,1,CATASAUQUA POLICE DEPT                                                                              ,Catasauqua                              ,Pennsylvania        ,PA,6492,8,1,8,8,64490,64490,59840,59840,43826,48818,(1) Yes,1080345
PA0280100,1,CHAMBERSBURG POLICE DEPT                                                                            ,Chambersburg                            ,Pennsylvania        ,PA,20360,31,2,30,30,93000,93000,71400,71400,45000,62000,(1) Yes,4124112
PA0460500,1,CHELTENHAM TWP POLICE DEPT                                                                          ,Elkins Park                             ,Pennsylvania        ,PA,36882,72,7,69,69,140000,150000,75000,88000,45000,50000,(1) Yes,8811270
PA0230400,1,CHESTER POLICE DEPT                                                                                 ,Chester                                 ,Pennsylvania        ,PA,34005,103,10,97,67,103000,103000,57000,57000,46000,46000,(1) Yes,1.50E+07
PA0160100,1,CLARION BOROUGH POLICE DEPT                                                                         ,Clarion                                 ,Pennsylvania        ,PA,5154,8,2,8,8,65000,65000,NA,NA,44000,44000,(1) Yes,8.00E+05
PA0380900,1,CORNWALL BOROUGH POLICE DEPT                                                                        ,Cornwall                                ,Pennsylvania        ,PA,4170,7,1,6,7,88599,88599,84636,84636,42965,42965,(1) Yes,768011
PA0250100,1,CORRY POLICE DEPT                                                                                   ,Corry                                   ,Pennsylvania        ,PA,6556,11,2,11,11,70770,70770,58679,58679,40938,48736,(1) Yes,809100
PA0221500,1,DERRY TWP POLICE DEPT                                                                               ,Hershey                                 ,Pennsylvania        ,PA,24801,39,7,33,38,116133,116133,64107,74771,60427,70479,(1) Yes,5856071
PA0350800,1,DICKSON CITY POLICE DEPT                                                                            ,Dickson City                            ,Pennsylvania        ,PA,6057,6,0,5,6,69000,69000,NA,NA,34000,56000,(1) Yes,1267250
PA0630600,1,DONORA POLICE DEPT                                                                                  ,Donora                                  ,Pennsylvania        ,PA,4745,4,0,4,3,62000,62000,58000,58000,31200,46696,(1) Yes,365000
PA0154800,1,EAST COVENTRY TWP POLICE DEPT                                                                       ,Pottstown                               ,Pennsylvania        ,PA,6745,7,1,6,6,86552,102821,78707,78707,46683,72155,(1) Yes,1105125
PA0150400,1,EAST WHITELAND TWP POLICE DEPT                                                                      ,Frazer                                  ,Pennsylvania        ,PA,10655,19,2,17,16,110000,110000,87000,87000,48000,48000,(1) Yes,4800000
PA0020D00,1,ELIZABETH TWP POLICE DEPT                                                                           ,Elizabeth                               ,Pennsylvania        ,PA,1488,12,0,12,12,83400,83400,62795,62795,38750,38750,(1) Yes,1300000
PA0390400,1,EMMAUS POLICE DEPT                                                                                  ,Emmaus                                  ,Pennsylvania        ,PA,11307,18,2,17,18,79884,79884,72301,72301,43950,43950,(1) Yes,2817459
PA0250200,1,ERIE BUREAU OF POLICE                                                                               ,Erie                                    ,Pennsylvania        ,PA,101047,173,26,165,167,86000,86000,64684,67183,36986,36986,(1) Yes,22856177
PA0090500,1,FALLS TWP POLICE DEPT                                                                               ,Fairless Hills                          ,Pennsylvania        ,PA,34249,51,7,48,49,118156,118156,100797,105812,62857,62857,(1) Yes,19698254
PA0020P00,1,FAWN TWP POLICE DEPT                                                                                ,Tarentum                                ,Pennsylvania        ,PA,2379,2,0,2,2,50000,50000,NA,NA,33200,33200,(1) Yes,3.00E+05
PA0030200,1,FORD CITY POLICE DEPT                                                                               ,Ford City                               ,Pennsylvania        ,PA,2950,3,0,3,3,NA,NA,45055,45055,24984,24984,(1) Yes,6.00E+05
PA0021000,1,FOREST HILLS POLICE DEPT                                                                            ,Pittsburgh                              ,Pennsylvania        ,PA,6512,9,0,9,8,92000,92000,78000,78000,77100,77100,(1) Yes,1500000
PA0481500,1,FORKS TWP POLICE DEPT                                                                               ,Easton                                  ,Pennsylvania        ,PA,15053,23,1,22,22,90000,90000,71000,71000,60000,60000,(1) Yes,3100000
PA0390500,1,FOUNTAIN HILL POLICE DEPT                                                                           ,Fountain Hill                           ,Pennsylvania        ,PA,4622,7,1,7,5,69100,69100,60320,60320,53982,53982,(1) Yes,845841
PA0030300,1,FREEPORT BOROUGH POLICE DEPT                                                                        ,Freeport Borough                        ,Pennsylvania        ,PA,1791,2,0,2,2,38000,38000,32000,32000,NA,NA,(1) Yes,150000
PA0430300,1,GROVE CITY POLICE DEPT                                                                              ,Grove City                              ,Pennsylvania        ,PA,8232,11,1,11,11,66656,66656,50689,60611,48568,58364,(1) Yes,1179969
PA0210400,1,HAMPDEN TWP POLICE DEPT                                                                             ,Mechanicsburg                           ,Pennsylvania        ,PA,28203,20,1,19,20,94000,94000,73820,73820,52230,52230,(1) Yes,2773128
PA0231400,1,HAVERFORD TWP POLICE DEPT                                                                           ,Havertown                               ,Pennsylvania        ,PA,48666,70,11,69,67,125000,125000,81785,81785,68000,74360,(1) Yes,14189000
PA0400700,1,HAZLETON POLICE DEPT                                                                                ,Hazleton                                ,Pennsylvania        ,PA,25224,37,3,37,36,67000,67000,59000,59000,37000,37000,(1) Yes,4500000
PA0027300,1,HEIDELBERG POLICE DEPT                                                                              ,Heidelberg                              ,Pennsylvania        ,PA,1245,4,0,4,3,50000,57000,45000,50000,38000,43000,(1) Yes,265000
PA0430400,1,HERMITAGE POLICE DEPT                                                                               ,Hermitage                               ,Pennsylvania        ,PA,16217,29,3,29,29,84000,84000,68000,68000,40000,61000,(1) Yes,2555000
PA0461000,1,HORSHAM TWP POLICE DEPT                                                                             ,Horsham                                 ,Pennsylvania        ,PA,26343,38,7,36,35,130500,130500,98086,98086,61556,90529,(1) Yes,5242000
PA0404100,1,JACKSON TWP (LUZERNE CO.) POLICE DEPT                                                               ,Shavertown                              ,Pennsylvania        ,PA,4623,3,0,3,3,50000,50000,45000,45000,30000,30000,(1) Yes,NA
PA0461100,1,JENKINTOWN BOROUGH POLICE DEPT                                                                      ,Jenkintown                              ,Pennsylvania        ,PA,4443,11,2,11,11,83249,83249,79548,79548,52154,78512,(1) Yes,1235823
PA0400800,1,KINGSTON BOROUGH POLICE DEPT                                                                        ,Kingston                                ,Pennsylvania        ,PA,13131,19,1,19,19,68000,72000,56000,71000,39500,52000,(1) Yes,1783934
PA0360000,2,LANCASTER COUNTY SHERIFFS OFFICE                                                                    ,Lancaster                               ,Pennsylvania        ,PA,526823,48,9,39,44,83000,83000,NA,NA,NA,NA,(2) No,1400000
PA0130300,1,LANSFORD POLICE DEPT                                                                                ,Lansford                                ,Pennsylvania        ,PA,3890,6,0,6,5,NA,NA,NA,NA,NA,NA,(1) Yes,NA
PA0130400,1,LEHIGHTON POLICE DEPT                                                                               ,Lehighton                               ,Pennsylvania        ,PA,5435,9,1,9,9,64569,64569,58157,58157,55920,55920,(1) Yes,1120000
PA0650600,1,LOWER BURRELL POLICE DEPT                                                                           ,Lower Burrell                           ,Pennsylvania        ,PA,11642,16,1,16,16,86000,86000,68300,68300,48600,48600,(1) Yes,2785596
PA0461400,1,LOWER MERION TWP POLICE DEPT                                                                        ,Ardmore                                 ,Pennsylvania        ,PA,58143,135,18,128,129,139451,139451,94528,94528,56668,56668,(1) Yes,19886109
PA0464300,1,LOWER SALFORD TWP POLICE DEPT                                                                       ,Harleysville                            ,Pennsylvania        ,PA,15238,17,2,16,16,108674,108674,88485,88485,51147,51147,(1) Yes,1936440
PA0481700,1,LOWER SAUCON TWP POLICE DEPT                                                                        ,Bethlehem                               ,Pennsylvania        ,PA,10798,15,2,15,14,85280,85280,58177,58177,55993,55993,(1) Yes,1601580
PA0090800,1,LOWER SOUTHAMPTON TWP POLICE DEPT                                                                   ,Feasterville                            ,Pennsylvania        ,PA,19003,30,3,30,30,96000,96000,85000,85000,82000,82000,(1) Yes,5400000
PA0400000,2,LUZERNE COUNTY SHERIFFS DEPT                                                                        ,Wilkes Barre                            ,Pennsylvania        ,PA,321027,39,5,32,39,37500,37500,33000,38000,25000,25000,(1) Yes,NA
PA0221100,1,LYKENS BOROUGH POLICE DEPT                                                                          ,Lykens                                  ,Pennsylvania        ,PA,1773,1,0,1,1,46093,46093,NA,NA,35000,35000,(1) Yes,93705
PA0391200,1,MACUNGIE POLICE DEPT                                                                                ,Macungie                                ,Pennsylvania        ,PA,3104,5,0,4,5,58510,58510,59425,59425,55661,55661,(1) Yes,695000
PA0260500,1,MASONTOWN BOROUGH POLICE DEPT                                                                       ,Masontown                               ,Pennsylvania        ,PA,3426,5,0,5,5,44000,44000,42000,42000,38000,38000,(1) Yes,4.00E+05
PA0021400,1,MCKEES ROCKS POLICE DEPT                                                                            ,McKees Rocks                            ,Pennsylvania        ,PA,6090,11,1,10,10,86692,86692,64690,64690,46207,46207,(1) Yes,1544704
PA0090900,1,MIDDLETOWN TWP POLICE DEPT                                                                          ,Langhorne                               ,Pennsylvania        ,PA,45436,48,6,45,48,128453,128453,97332,98181,75945,89170,(1) Yes,10825000
PA0600300,1,MIFFLINBURG POLICE DEPT                                                                             ,Mifflinburg                             ,Pennsylvania        ,PA,3523,7,1,6,7,60000,60000,NA,NA,46000,46000,(1) Yes,750000
PA0450000,2,MONROE COUNTY SHERIFFS OFFICE                                                                       ,Stroudsburg                             ,Pennsylvania        ,PA,168798,21,21,17,21,60000,60000,56000,56000,31000,48000,(2) No,2964546
PA0027900,1,MOUNT OLIVER POLICE DEPT                                                                            ,Mount Oliver                            ,Pennsylvania        ,PA,3394,10,0,10,9,60000,60000,45000,45000,30000,30000,(1) Yes,5.00E+05
PA0310200,1,MOUNT UNION BORO POLICE DEPT                                                                        ,Mount Union                             ,Pennsylvania        ,PA,2419,5,0,4,5,42000,42000,47000,47000,25500,32000,(1) Yes,283000
PA0674700,1,NEWBERRY TWP POLICE DEPT                                                                            ,Etters                                  ,Pennsylvania        ,PA,15343,16,1,16,15,88000,88000,75000,75000,68000,68000,(1) Yes,1510361
PA0481900,1,NORTH CATASAUQUA POLICE DEPT                                                                        ,North Catasauqua                        ,Pennsylvania        ,PA,2841,4,0,4,4,61474,61474,49634,49634,41424,41424,(1) Yes,526772
PA0480800,1,NORTHAMPTON BOROUGH POLICE DEPT                                                                     ,Northampton                             ,Pennsylvania        ,PA,9935,12,1,12,12,72631,72631,62352,62352,50000,50000,(1) Yes,1021100
PA0671500,1,NORTHERN YORK COUNTY REGIONAL POLICE DEPT                                                           ,Dover                                   ,Pennsylvania        ,PA,66608,49,4,48,48,121500,121500,94550,99750,53200,87750,(1) Yes,7470000
PA0490300,1,NORTHUMBERLAND POLICE DEPT                                                                          ,Northumberland                          ,Pennsylvania        ,PA,3784,5,0,5,5,64000,64000,60531,60531,42048,42048,(1) Yes,566730
PA0021800,1,OAKMONT POLICE DEPT                                                                                 ,Oakmont                                 ,Pennsylvania        ,PA,6380,7,0,7,5,80000,80000,NA,NA,60000,60000,(1) Yes,1100000
PA0610200,1,OIL CITY POLICE DEPT                                                                                ,Oil City                                ,Pennsylvania        ,PA,10375,16,1,15,16,52000,56000,37000,39000,33000,35000,(1) Yes,1124300
PA0411500,1,OLD LYCOMING TWP POLICE DEPT                                                                        ,Williamsport                            ,Pennsylvania        ,PA,5021,8,1,8,8,55000,55000,48400,48400,40500,40500,(1) Yes,9.00E+05
PA0653500,1,PENN TWP (BUTLER CO.) POLICE DEPT                                                                   ,Butler                                  ,Pennsylvania        ,PA,5060,3,0,2,3,NA,NA,51584,51584,30222,47756,(1) Yes,3.00E+05
PAPSP0000,3,Pennsylvania State Police                                                                           ,Harrisburg                              ,Pennsylvania        ,PA,12773500,4252,1766,4042,3984,141924,141924,76154,105760,58211,92073,(1) Yes,957089000
PAPEP0000,1,PHILADELPHIA POLICE DEPT                                                                            ,Philadelphia                            ,Pennsylvania        ,PA,1547607,6515,828,5031,3695,114092,127537,66387,74211,46783,65097,(1) Yes,600102216
PA0542400,1,PINE GROVE BORO POLICE DEPT                                                                         ,Pine Grove                              ,Pennsylvania        ,PA,2166,2,0,2,2,43100,43100,NA,NA,34000,34000,(1) Yes,232071
PAPPD0000,1,PITTSBURGH BUREAU OF POLICE                                                                         ,Pittsburgh                              ,Pennsylvania        ,PA,306211,888,59,729,749,105981,105981,67929,67929,29037,29037,(1) Yes,71543006
PA0462100,1,PLYMOUTH TWP (MONTGOMERY CO.) POLICE DEPT                                                           ,Plymouth Meeting                        ,Pennsylvania        ,PA,16622,43,9,42,41,135000,135000,105000,105000,75000,75000,(1) Yes,6210000
PA0111400,1,PORTAGE BOROUGH POLICE DEPT                                                                         ,Portage Borough                         ,Pennsylvania        ,PA,2588,2,0,2,2,45000,45000,NA,NA,28000,28000,(1) Yes,120000
PA0540700,1,POTTSVILLE POLICE DEPT                                                                              ,Pottsville                              ,Pennsylvania        ,PA,14129,23,1,22,23,85000,85000,58943,58943,38203,54577,(1) Yes,2500000
PA0330300,1,PUNXSUTAWNEY POLICE DEPT                                                                            ,Punxsutawney                            ,Pennsylvania        ,PA,5904,9,3,9,9,65000,65000,NA,NA,31000,31000,(1) Yes,737458
PA0061400,1,READING POLICE DEPT                                                                                 ,Reading                                 ,Pennsylvania        ,PA,88102,168,25,158,149,117000,117000,70220,70220,44743,44743,(1) Yes,2.80E+07
PA0482200,1,ROSETO POLICE DEPT                                                                                  ,Roseto                                  ,Pennsylvania        ,PA,1565,0,0,0,0,NA,NA,NA,NA,NA,NA,(1) Yes,110000
PA0540000,2,SCHUYLKILL COUNTY SHERIFFS DEPT                                                                     ,Pottsville                              ,Pennsylvania        ,PA,147063,15,4,12,15,52000,52000,35000,35000,30000,30000,(1) Yes,1.00E+06
PA0152200,1,SCHUYLKILL TWP POLICE DEPT                                                                          ,Phoenixville                            ,Pennsylvania        ,PA,8536,11,1,11,10,113000,113000,85000,85000,63049,63049,(1) Yes,1300000
PA0350400,1,SCRANTON POLICE DEPT                                                                                ,Scranton                                ,Pennsylvania        ,PA,75809,143,16,131,141,87000,87000,66923,66923,59494,59494,(1) Yes,19476030
PA0020J00,1,SOUTH FAYETTE TWP POLICE DEPT                                                                       ,Morgan                                  ,Pennsylvania        ,PA,14920,16,1,16,16,119000,119000,82000,82000,57796,57796,(1) Yes,2600000
PA0382200,1,SOUTH LONDONDERRY TWP POLICE DEPT                                                                   ,Campbelltown                            ,Pennsylvania        ,PA,7162,6,0,5,6,85267,85267,72480,72480,52242,65304,(1) Yes,584049
PA0151100,1,SPRING CITY POLICE DEPT                                                                             ,Spring City                             ,Pennsylvania        ,PA,3332,3,1,3,2,62400,65500,NA,NA,38200,55000,(1) Yes,545000
PA0670300,1,SPRING GARDEN TWP POLICE DEPT                                                                       ,York                                    ,Pennsylvania        ,PA,12851,19,1,18,19,103000,103000,77434,77434,46606,71700,(1) Yes,2600000
PA0061800,1,SPRING TWP (BERKS CO.) POLICE DEPT                                                                  ,Reading                                 ,Pennsylvania        ,PA,27376,29,1,29,29,83932,83932,80624,80624,61391,61391,(1) Yes,4600000
PA0029100,1,SPRINGDALE BORO POLICE DEPT                                                                         ,Springdale                              ,Pennsylvania        ,PA,3403,4,0,3,4,78000,78000,NA,NA,44720,45448,(1) Yes,350000
PA0021S00,1,SPRINGDALE TWP POLICE DEPT                                                                          ,Harwick                                 ,Pennsylvania        ,PA,1635,4,0,4,4,NA,NA,NA,NA,32000,34000,(1) Yes,312864
PA0540800,1,ST. CLAIR BOROUGH POLICE DEPT                                                                       ,Saint Clair                             ,Pennsylvania        ,PA,2964,6,0,6,6,63000,63000,54000,54000,49961,49961,(1) Yes,565000
PA0140300,1,STATE COLLEGE POLICE DEPT                                                                           ,State College                           ,Pennsylvania        ,PA,41983,64,11,57,63,113256,113256,73133,73133,51272,51272,(1) Yes,9671157
PA0220700,1,STEELTON POLICE DEPT                                                                                ,Steelton                                ,Pennsylvania        ,PA,5960,12,2,12,11,87713,87713,73600,75432,51202,51202,(1) Yes,1862644
PA0450800,1,STROUD AREA REGIONAL POLICE DEPT                                                                    ,East Stroudsburg                        ,Pennsylvania        ,PA,34465,47,7,43,45,91000,91000,67391,67391,42741,63114,(1) Yes,7284308
